start	end	text
5167000	5170000	and it goes, oh, it brings it back to you.
5170000	5171000	Do you mean this?
5171000	5173000	You go, yeah, perfect, okay?
5173000	5175000	And so we call it the Nemo Retriever.
5175000	5177000	Well, the Nemo service helps you create all these things,
5177000	5179000	and we have all these different NIMs.
5179000	5181000	We even have NIMs of digital humans.
5181000	5186000	I'm Rachel, your AI care manager.
5186000	5188000	Okay, so it's a really short clip,
5188000	5190000	but there were so many videos to show you,
5190000	5192000	I guess so many other demos to show you,
5192000	5194000	and so I had to cut this one short.
5194000	5196000	But this is Diana.
5196000	5198000	She is a digital human NIM,
5198000	5201000	and you just talked to her,
5201000	5203000	and she's connected, in this case,
5203000	5206000	to Hippocratic AI's large language model for healthcare,
5206000	5208000	and it's truly amazing.
5210000	5214000	She is just super smart about healthcare things, you know?
5215000	5219000	And so after Dwight, my VP of software engineering,
5219000	5222000	talks to the chat bot for Bugs Database,
5222000	5224000	then you come over here and talk to Diane.
5224000	5229000	And so Diane is completely animated with AI,
5229000	5231000	and she's a digital human.
5231000	5234000	There are so many companies that would like to build,
5234000	5236000	they're sitting on gold mines.
5236000	5240000	The enterprise IT industry is sitting on a gold mine.
5240000	5243000	It's a gold mine because they have so much understanding
5243000	5246000	of the way work is done.
5246000	5247000	They have all these amazing tools
5247000	5249000	that have been created over the years,
5249000	5251000	and they're sitting on a lot of data.
5251000	5254000	If they could take that gold mine
5254000	5256000	and turn them into co-pilots,
5256000	5258000	these co-pilots could help us do things.
5258000	5261000	And so just about every IT franchise,
5261000	5263000	IT platform in the world
5263000	5265000	that has valuable tools that people use
5265000	5267000	is sitting on a gold mine for co-pilots,
5267000	5269000	and they would like to build their own co-pilots
5269000	5271000	and their own chat bots.
5271000	5274000	And so we're announcing that NVIDIA AI Foundry
5274000	5276000	is working with some of the world's great companies.
5276000	5280000	SAP generates 87% of the world's global commerce.
5280000	5282000	Basically, the world runs on SAP.
5282000	5283000	We run on SAP.
5283000	5287000	NVIDIA and SAP are building SAP Jewel co-pilots
5287000	5289000	using NVIDIA Nemo and DGX Cloud.
5289000	5294000	ServiceNow, they run 85% of the world's Fortune 500 companies
5294000	5298000	run their people and customer service operations on ServiceNow.
5298000	5301000	And they're using NVIDIA AI Foundry
5301000	5305000	to build ServiceNow assist virtual assistants.
5305000	5308000	Cohesity backs up the world's data.
5308000	5310000	They're sitting on a gold mine of data,
5310000	5312000	hundreds of exabytes of data,
5312000	5314000	over 10,000 companies.
5314000	5316000	NVIDIA AI Foundry is working with them,
5316000	5321000	helping them build their Gaia generative AI agent.
5321000	5324000	Snowflake is a company that stores
5324000	5327000	the world's digital warehouse in the cloud
5327000	5332000	and serves over 3 billion queries a day
5332000	5335000	for 10,000 enterprise customers.
5335000	5337000	Snowflake is working with NVIDIA AI Foundry
5337000	5341000	to build co-pilots with NVIDIA Nemo and NIMS.
5341000	5345000	NetApp, nearly half of the files in the world
5345000	5348000	are stored on-prem on NetApp.
5348000	5350000	NVIDIA AI Foundry is helping them
5350000	5352000	build chatbots and co-pilots
5352000	5355000	like those vector databases and retrievers
5355000	5358000	with NVIDIA Nemo and NIMS.
5358000	5361000	And we have a great partnership with Dell.
5361000	5364000	Everybody who is building these chatbots
5364000	5366000	and generative AI,
5366000	5367000	when you're ready to run it,
5367000	5370000	you're going to need an AI factory.
5370000	5374000	And nobody is better at building end-to-end systems
5374000	5378000	of very large scale for the enterprise than Dell.
5378000	5380000	And so anybody, any company,
5380000	5382000	every company will need to build AI factories.
5382000	5384000	And it turns out that Michael is here.
5384000	5386000	He's happy to take your order.
5390000	5392000	Ladies and gentlemen, Michael Dell.
5397000	5400000	Okay, let's talk about the next wave of robotics,
5400000	5404000	the next wave of AI, robotics, physical AI.
5404000	5407000	So far, all of the AI that we've talked about
5407000	5409000	is one computer.
5409000	5411000	Data comes into one computer,
5411000	5413000	lots of the world's, if you will,
5413000	5415000	experience in digital text form.
5415000	5420000	The AI imitates us by reading a lot of the language
5420000	5422000	to predict the next words.
5422000	5425000	It's imitating you by studying all of the patterns
5425000	5427000	and all the other previous examples.
5427000	5429000	Of course, it has to understand context and so on and so forth,
5429000	5431000	but once it understands the context,
5431000	5433000	it's essentially imitating you.
5433000	5434000	We take all of the data,
5434000	5436000	we put it into a system like DGX,
5436000	5439000	we compress it into a large language model,
5439000	5441000	trillions and trillions of parameters
5441000	5442000	become billions and billions,
5442000	5444000	trillions of tokens becomes billions of parameters,
5444000	5447000	these billions of parameters becomes your AI.
5447000	5450000	Well, in order for us to go to the next wave of AI,
5450000	5453000	where the AI understands the physical world,
5453000	5456000	we're going to need three computers.
5456000	5458000	The first computer is still the same computer.
5458000	5461000	It's that AI computer that now is going to be watching video
5461000	5464000	and maybe it's doing synthetic data generation
5464000	5467000	and maybe there's a lot of human examples,
5467000	5470000	just as we have human examples in text form,
5470000	5473000	we're going to have human examples in articulation form
5473000	5478000	and the AIs will watch us, understand what is happening
5478000	5483000	and try to adapt it for themselves into the context
5483000	5487000	and because it can generalize with these foundation models,
5487000	5490000	maybe these robots can also perform in the physical world
5490000	5492000	fairly generally.
5492000	5495000	So I just described in very simple terms
5495000	5498000	essentially what just happened in large language models,
5498000	5500000	except the chat GPT moment for robotics
5500000	5503000	may be right around the corner.
5503000	5505000	And so we've been building the end-to-end systems
5505000	5507000	for robotics for some time.
5507000	5509000	I'm super, super proud of the work.
5509000	5512000	We have the AI system, DGX.
5512000	5514000	We have the lower system, which is called AGX,
5514000	5516000	for autonomous systems,
5516000	5518000	the world's first robotics processor.
5518000	5520000	When we first built this thing, people are,
5520000	5521000	what are you guys building?
5521000	5523000	It's an SOC, it's one chip,
5523000	5525000	it's designed to be very low power,
5525000	5528000	high speed sensor processing and AI.
5528000	5532000	And so if you want to run transformers in a car
5532000	5537000	or you want to run transformers in anything that moves,
5537000	5539000	we have the perfect computer for you.
5539000	5541000	It's called the Jetson.
5541000	5543000	And so the DGX on top for training the AI,
5543000	5545000	the Jetson is the autonomous processor,
5545000	5549000	and in the middle, we need another computer.
5549000	5553000	Whereas large language models have the benefit
5553000	5555000	of you providing your examples
5555000	5559000	and then doing reinforcement learning human feedback,
5559000	5563000	what is the reinforcement learning human feedback of a robot?
5563000	5567000	Well, it's reinforcement learning physical feedback.
5567000	5569000	That's how you align the robot.
5569000	5572000	That's how the robot knows that as it's learning
5572000	5575000	these articulation capabilities and manipulation capabilities,
5575000	5579000	it's going to adapt properly into the laws of physics.
5579000	5583000	And so we need a simulation engine
5583000	5586000	that represents the world digitally for the robot
5586000	5590000	so that the robot has a gym to go learn how to be a robot.
5590000	5595000	We call that virtual world Omniverse.
5595000	5598000	And the computer that runs Omniverse is called OVX.
5598000	5603000	And OVX, the computer itself, is hosted in the Azure cloud.
5603000	5607000	And so basically we built these three things, these three systems.
5607000	5610000	On top of it, we have algorithms for every single one.
5610000	5613000	Now, I'm going to show you one super example
5613000	5617000	of how AI and Omniverse are going to work together.
5617000	5620000	The example I'm going to show you is kind of insane,
5620000	5623000	but it's going to be very, very close to tomorrow.
5623000	5625000	It's a robotics building.
5625000	5627000	This robotics building is called a warehouse.
5627000	5629000	Inside the robotics building
5629000	5631000	are going to be some autonomous systems.
5631000	5634000	Some of the autonomous systems are going to be called humans,
5634000	5638000	and some of the autonomous systems are going to be called forklifts.
5638000	5641000	And these autonomous systems are going to interact with each other,
5641000	5643000	of course, autonomously,
5643000	5646000	and it's going to be overlooked upon by this warehouse
5646000	5648000	to keep everybody out of harm's way.
5648000	5651000	The warehouse is essentially an air traffic controller.
5651000	5654000	And whenever it sees something happening,
5654000	5657000	it will redirect traffic and give new waypoints,
5657000	5660000	just new waypoints to the robots and the people,
5660000	5662000	and they'll know exactly what to do.
5662000	5666000	This warehouse, this building, you can also talk to.
5666000	5668000	Of course you could talk to it.
5668000	5671000	Hey, you know, SAP Center, how are you feeling today?
5671000	5673000	For example.
5673000	5676000	And so you could ask the warehouse the same questions.
5676000	5681000	Basically, the system I just described will have Omniverse Cloud
5681000	5684000	that's hosting the virtual simulation,
5684000	5687000	and AI running on DGX Cloud,
5687000	5689000	and all of this is running in real time.
5689000	5691000	Let's take a look.
5692000	5696000	The future of heavy industries starts as a digital twin.
5696000	5699000	The AI agents helping robots, workers, and infrastructure
5699000	5703000	navigate unpredictable events in complex industrial spaces
5703000	5708000	will be built and evaluated first in sophisticated digital twins.
5708000	5712000	This Omniverse digital twin of a 100,000-square-foot warehouse
5712000	5715000	is operating as a simulation environment
5715000	5717000	that integrates digital workers,
5717000	5720000	AMRs running the NVIDIA ISAC perceptor stack,
5720000	5723000	centralized activity maps of the entire warehouse
5723000	5727000	from 100 simulated ceiling mount cameras using NVIDIA Metropolis,
5727000	5731000	and AMR route planning with NVIDIA KuOpt.
5731000	5734000	Software in-loop testing of AI agents
5734000	5737000	in this physically accurate simulated environment
5737000	5740000	enables us to evaluate and refine how the system adapts
5740000	5743000	to real-world unpredictability.
5743000	5747000	Here, an incident occurs along this AMR's planned route,
5747000	5750000	blocking its path as it moves to pick up a pallet.
5750000	5754000	NVIDIA Metropolis updates and sends a real-time occupancy map
5754000	5757000	to KuOpt where a new optimal route is calculated.
5757000	5760000	The AMR is enabled to see around corners
5760000	5762000	and improve its mission efficiency.
5762000	5766000	With generative AI-powered Metropolis vision foundation models,
5766000	5770000	operators can even ask questions using natural language.
5770000	5773000	The visual model understands nuanced activity
5773000	5776000	and can offer immediate insights to improve operations.
5776000	5779000	All of the sensor data is created in simulation
5779000	5781000	and passed to the real-time AI,
5781000	5785000	running as NVIDIA Inference Microservices, or NIMS.
5785000	5788000	And when the AI is ready to be deployed in the physical twin,
5788000	5792000	the real warehouse, we connect Metropolis and ISAC NIMS
5792000	5796000	to real sensors with the ability for continuous improvement
5796000	5799000	of both the digital twin and the AI models.
5802000	5804000	Isn't that incredible?
5804000	5809000	And so, remember,
5809000	5814000	a future facility warehouse, factory, building
5814000	5816000	will be software defined.
5816000	5818000	And so the software is running.
5818000	5820000	How else would you test the software?
5820000	5823000	So you test the software to building the warehouse,
5823000	5826000	the optimization system, in the digital twin.
5826000	5827000	What about all the robots?
5827000	5829000	All of those robots you were seeing just now,
5829000	5832000	they're all running their own autonomous robotic stack.
5832000	5834000	And so the way you integrate software in the future,
5834000	5837000	CICD in the future, for robotic systems
5837000	5839000	is with digital twins.
5839000	5842000	We've made Omniverse a lot easier to access.
5842000	5846000	We're going to create basically Omniverse cloud APIs,
5846000	5848000	four simple API in a channel,
5848000	5850000	and you can connect your application to it.
5850000	5855000	So this is going to be as wonderfully, beautifully simple
5855000	5857000	in the future that Omniverse is going to be.
5857000	5859000	And with these APIs, you're going to have
5859000	5862000	these magical digital twin capability.
5862000	5867000	We also have turned Omniverse into an AI
5867000	5870000	and integrated it with the ability to chat USD.
5870000	5874000	The language of our language is, you know, human,
5874000	5876000	and Omniverse's language, as it turns out,
5876000	5878000	is universal scene description.
5878000	5881000	And so that language is rather complex,
5881000	5884000	and so we've taught our Omniverse that language.
5884000	5886000	And so you can speak to it in English,
5886000	5888000	and it would directly generate USD.
5888000	5890000	And it would talk back in USD,
5890000	5892000	but converse back to you in English.
5892000	5894000	You could also look for information
5894000	5896000	in this world semantically.
5896000	5899000	Instead of the world being encoded semantically in language,
5899000	5902000	now it's encoded semantically in scenes.
5902000	5905000	And so you could ask it of certain objects
5905000	5907000	or certain conditions or certain scenarios,
5907000	5909000	and it can go and find that scenario for you.
5909000	5912000	It also can collaborate with you in generation.
5912000	5914000	You could design some things in 3D.
5914000	5916000	It could simulate some things in 3D,
5916000	5918000	or you could use AI to generate something in 3D.
5918000	5921000	Let's take a look at how this is all going to work.
5921000	5923000	We have a great partnership with Siemens.
5923000	5927000	Siemens is the world's largest industrial engineering
5927000	5929000	and operations platform.
5929000	5931000	You've seen now so many different companies
5931000	5933000	in the industrial space.
5933000	5937000	Heavy Industries is one of the greatest final frontiers of IT,
5937000	5941000	and we finally now have the necessary technology
5941000	5943000	to go and make a real impact.
5943000	5945000	Siemens is building the industrial metaverse,
5945000	5948000	and today we're announcing that Siemens is connecting
5948000	5952000	their crown jewel accelerator to NVIDIA Omniverse.
5952000	5953000	Let's take a look.
5955000	5958000	Siemens technology is transformed every day for everyone.
5958000	5962000	Team Center X, our leading product lifecycle management software
5962000	5964000	from the Siemens accelerator platform,
5964000	5966000	is used every day by our customers
5966000	5970000	to develop and deliver products at scale.
5970000	5973000	Now we are bringing the real and the digital worlds
5973000	5976000	even closer by integrating NVIDIA AI
5976000	5980000	and Omniverse technologies into Team Center X.
5980000	5983000	Omniverse APIs enable data interoperability
5983000	5987000	and physics-based rendering to industrial-scale design
5987000	5989000	and manufacturing projects.
5989000	5991000	Our customers, HD Hyundai,
5991000	5993000	market leader in sustainable ship manufacturing,
5993000	5996000	builds ammonia and hydrogen power chips,
5996000	6000000	often comprising over 7 million discrete parts.
6000000	6005000	With Omniverse APIs, Team Center X lets companies like HD Hyundai
6005000	6010000	unify and visualize these massive engineering data sets interactively
6010000	6014000	and integrate generative AI to generate 3D objects
6014000	6019000	or HDRI backgrounds to see their projects in context.
6019000	6022000	The result, an ultra-intuitive, photoreal,
6022000	6026000	physics-based digital twin that eliminates waste and errors,
6026000	6029000	delivering huge savings in cost and time.
6030000	6032000	And we are building this for collaboration,
6032000	6036000	whether across more Siemens accelerator tools like Siemens NX
6036000	6040000	or STAR CCM+, or across teams
6040000	6044000	working on their favorite devices in the same scene together.
6044000	6046000	And this is just the beginning.
6046000	6050000	Working with NVIDIA, we will bring accelerator computing,
6050000	6053000	generative AI and Omniverse integration
6053000	6056000	across the Siemens accelerator portfolio.
6060000	6064000	The professional voice actor
6064000	6067000	happens to be a good friend of mine, Roland Bush,
6067000	6070000	who happens to be the CEO of Siemens.
6077000	6082000	Once you get Omniverse connected into your workflow,
6082000	6084000	your ecosystem,
6084000	6086000	from the beginning of your life,
6086000	6090000	to engineering, to manufacturing planning,
6090000	6093000	all the way to digital twin operations,
6093000	6095000	once you connect everything together,
6095000	6098000	it's insane how much productivity you can get.
6098000	6100000	And it's just really, really wonderful.
6100000	6103000	All of a sudden, everybody's operating on the same ground truth.
6103000	6107000	You don't have to exchange data and convert data, make mistakes.
6107000	6110000	Everybody is working on the same ground truth.
6110000	6113000	From the beginning of your life,
6113000	6116000	everybody is working on the same ground truth.
6116000	6118000	From the design department to the art department,
6118000	6121000	the architecture department, all the way to the engineering
6121000	6123000	and even the marketing department.
6123000	6127000	Let's take a look at how Nissan has integrated Omniverse
6127000	6129000	into their workflow.
6129000	6132000	And it's all because it's connected by all these wonderful tools
6132000	6134000	and these developers that we're working with.
6134000	6136000	Take a look.
6143000	6145000	Let's take a look.
6173000	6176000	Let's take a look.
6203000	6205000	Let's take a look.
6233000	6235000	That was not an animation.
6235000	6238000	That was Omniverse.
6238000	6241000	Today, we're announcing that Omniverse Cloud
6241000	6245000	streams to the Vision Pro.
6252000	6255000	It is very, very strange
6255000	6258000	that you walk around virtual doors
6258000	6261000	when I was getting out of that car.
6261000	6263000	And everybody does it.
6263000	6265000	It is really, really quite amazing.
6265000	6268000	Vision Pro, connected to Omniverse,
6268000	6270000	portals you into Omniverse.
6270000	6272000	And because all of these CAD tools
6272000	6275000	and all these different design tools are now integrated
6275000	6277000	and connected to Omniverse,
6277000	6279000	you can have this type of workflow.
6279000	6281000	Really incredible.
6281000	6283000	Let's talk about robotics.
6283000	6285000	Everything that moves will be robotic.
6285000	6287000	There's no question about that.
6287000	6289000	It's safer, it's more convenient.
6289000	6291000	One of the largest industries is going to be automotive.
6291000	6293000	We build the robotic stack
6293000	6295000	from top to bottom, as I was mentioning,
6295000	6297000	from the computer system,
6297000	6299000	but in the case of self-driving cars,
6299000	6301000	including the self-driving application.
6301000	6303000	At the end of this year,
6303000	6305000	or I guess beginning of next year,
6305000	6307000	we will be shipping in Mercedes
6307000	6309000	and then shortly after that, JLR.
6309000	6311000	And so these autonomous robotic systems
6311000	6313000	are software defined.
6313000	6315000	They take a lot of work to do,
6315000	6317000	has computer vision,
6317000	6319000	intelligence, control and planning,
6319000	6321000	all kinds of very complicated technology
6321000	6323000	and takes years to refine.
6323000	6325000	We're building the entire stack.
6325000	6327000	However, we open up our entire stack
6327000	6329000	for all of the automotive industry.
6329000	6331000	This is just the way we work.
6331000	6333000	The way we work in every single industry,
6333000	6335000	we try to build as much of it as we can
6335000	6337000	so that we understand it,
6337000	6339000	but then we open it up so that everybody can access it.
6339000	6341000	Whether you would like to buy just our computer,
6341000	6343000	which is the world's only
6343000	6345000	functional, safe,
6345000	6347000	ASLD system
6347000	6349000	that can run AI,
6349000	6351000	this functional, safe,
6351000	6353000	ASLD quality computer
6353000	6355000	or the operating system on top
6355000	6357000	or, of course,
6357000	6359000	our data centers, which is in
6359000	6361000	basically every AV company in the world.
6361000	6363000	However you would like to enjoy it,
6363000	6365000	we're delighted by it.
6365000	6367000	Today we're announcing that BYD,
6367000	6369000	the world's largest EV company,
6369000	6371000	is adopting our next generation,
6371000	6373000	it's called Thor.
6373000	6375000	Thor is designed for transformer engines.
6375000	6377000	Thor, our next generation
6377000	6379000	AV computer, will be used
6379000	6381000	by BYD.
6389000	6391000	You probably don't know this fact that we have
6391000	6393000	over a million robotics developers.
6393000	6395000	We created Jetson,
6395000	6397000	this robotics computer.
6397000	6399000	We're so proud of it. The amount of software that goes on top of it
6399000	6401000	is insane. But the reason why we can do it at all
6401000	6403000	is because it's 100% CUDA compatible.
6403000	6405000	Everything that we do,
6405000	6407000	everything that we do in our company,
6407000	6409000	is in service of our developers.
6409000	6411000	And by us being able to maintain
6411000	6413000	this rich ecosystem
6413000	6415000	and make it compatible with everything that you
6415000	6417000	access from us,
6417000	6419000	we can bring all of that incredible capability
6419000	6421000	to this little tiny computer
6421000	6423000	we call Jetson, a robotics computer.
6423000	6425000	We also today are announcing
6425000	6427000	this incredibly advanced
6427000	6429000	new SDK. We call it
6429000	6431000	Isaac Perceptor.
6431000	6433000	Isaac Perceptor,
6433000	6435000	most of the robots today
6435000	6437000	are pre-programmed.
6437000	6439000	They're either following rails on the ground,
6439000	6441000	digital rails, or they'd be following
6441000	6443000	April tags. But in the future,
6443000	6445000	they're going to have perception. And the reason
6445000	6447000	why you want that is so that you could easily
6447000	6449000	program it. You say,
6449000	6451000	I would like to go from point A to point B
6451000	6453000	and it will figure out a way to navigate
6453000	6455000	its way there. So by
6455000	6457000	only programming waypoints,
6457000	6459000	the entire route could be
6459000	6461000	adaptive. The entire environment could
6461000	6463000	be reprogrammed, just as I showed you at the very beginning
6463000	6465000	with the warehouse.
6465000	6467000	You can't do that with
6467000	6469000	pre-programmed AGVs.
6469000	6471000	If those boxes fall down,
6471000	6473000	they just all gum up and they just wait there for somebody
6473000	6475000	to come clear it. And so now
6475000	6477000	with the Isaac Perceptor,
6477000	6479000	we have incredible
6479000	6481000	state-of-the-art vision odometry,
6481000	6483000	3D reconstruction,
6483000	6485000	and in addition to 3D reconstruction,
6485000	6487000	depth perception. The reason for that
6487000	6489000	is so that you can have two modalities
6489000	6491000	to keep an eye on what's happening in the world.
6491000	6493000	Isaac Perceptor.
6493000	6495000	The most used
6495000	6497000	robot today is
6497000	6499000	the manipulator,
6499000	6501000	manufacturing arms, and they are also
6501000	6503000	pre-programmed. The computer vision
6503000	6505000	algorithms, the AI algorithms,
6505000	6507000	the control and path planning algorithms
6507000	6509000	that are geometry aware,
6509000	6511000	incredibly computational and intensive.
6511000	6513000	We have made these
6513000	6515000	CUDA accelerated.
6515000	6517000	So we have the world's first CUDA accelerated
6517000	6519000	motion planner that is
6519000	6521000	geometry aware.
6521000	6523000	You put something in front of it, it comes up
6523000	6525000	with a new plan and articulates around it.
6525000	6527000	It has excellent
6527000	6529000	perception for pose estimation
6529000	6531000	of a 3D object.
6531000	6533000	Not just, not its pose in 2D,
6533000	6535000	but its pose in 3D. So it has to
6535000	6537000	imagine what's around and
6537000	6539000	how best to grab it.
6539000	6541000	So the foundation
6541000	6543000	pose, the grip foundation,
6543000	6545000	and the
6545000	6547000	articulation algorithms are now
6547000	6549000	available. We call it Isaac Manipulator.
6549000	6551000	And they also just
6551000	6553000	run on NVIDIA's computers.
6553000	6555000	We are
6555000	6557000	starting to do some really
6557000	6559000	great work in the next generation
6559000	6561000	of robotics. The next generation of
6561000	6563000	robotics will likely be
6563000	6565000	a humanoid robotics.
6565000	6567000	We now have the necessary technology
6567000	6569000	and as I was describing earlier,
6569000	6571000	the necessary technology
6571000	6573000	to imagine generalized
6573000	6575000	human robotics.
6575000	6577000	In a way, human robotics is
6577000	6579000	likely easier and the reason for that is
6579000	6581000	because we have a lot more
6581000	6583000	imitation training data
6583000	6585000	that we can provide the robots because we
6585000	6587000	are constructed in a very similar way.
6587000	6589000	It is very likely that the humanoid
6589000	6591000	robotics will be much more useful
6591000	6593000	in our world because we created the
6593000	6595000	world to be something that we can
6595000	6597000	interoperate in and work well in.
6597000	6599000	And the way that we set up our work
6599000	6601000	stations and manufacturing and logistics,
6601000	6603000	they were designed for humans.
6603000	6605000	They were designed for people. And so these
6605000	6607000	humanoid robotics will likely be much
6607000	6609000	more productive to deploy.
6609000	6611000	While we are creating
6611000	6613000	just like we are doing with the others,
6613000	6615000	the entire stack.
6615000	6617000	Starting from the top, a foundation
6617000	6619000	model that learns from
6619000	6621000	watching video, human
6621000	6623000	examples,
6623000	6625000	it could be in video form, it could be in
6625000	6627000	virtual reality form.
6627000	6629000	We then created a gym
6629000	6631000	for it called Isaac Reinforcement
6631000	6633000	Learning Gym, which allows
6633000	6635000	the humanoid robot to
6635000	6637000	learn how to adapt to the
6637000	6639000	physical world. And then an incredible
6639000	6641000	computer, the same computer
6641000	6643000	that's going to go into a robotic car,
6643000	6645000	this computer will run inside
6645000	6647000	a humanoid robot called Thor.
6647000	6649000	It's designed for transformer engines.
6649000	6651000	We've combined
6651000	6653000	several of these into one video.
6653000	6655000	This is something that you're going to really love.
6655000	6657000	Take a look.
6681000	6683000	We create
6683000	6685000	smarter
6685000	6687000	and faster.
6689000	6691000	We push it to fail
6691000	6693000	so it can learn.
6695000	6697000	We teach it
6697000	6699000	then help it teach itself.
6699000	6701000	We broaden its understanding
6705000	6707000	to take on new challenges
6707000	6709000	with absolute precision
6711000	6713000	and succeed.
6715000	6717000	We make it perceive
6719000	6721000	and move
6721000	6723000	and even reason
6725000	6727000	so it can share our world
6727000	6729000	with us.
6737000	6739000	Mmm.
6753000	6755000	This is where inspiration leads us.
6755000	6757000	The next frontier.
6759000	6761000	This is Nvidia Project Group.
6761000	6763000	A general purpose
6763000	6765000	foundation model
6765000	6767000	for humanoid robot learning.
6769000	6771000	The group model takes multimodal
6771000	6773000	instructions and past interactions
6773000	6775000	as input and produces
6775000	6777000	the next action for the robot to
6777000	6779000	execute.
6779000	6781000	We developed Isaac Lab,
6781000	6783000	a robot learning application
6783000	6785000	to train Group, on Omniverse
6785000	6787000	Isaac Sim.
6787000	6789000	And we scale out with Osmo,
6789000	6791000	a new compute orchestration service
6791000	6793000	that coordinates workflows across
6793000	6795000	DGX systems for training
6795000	6797000	and OVX systems for simulation.
6799000	6801000	With these tools, we can train Group
6801000	6803000	in physically based simulation
6803000	6805000	and transfer zero shock
6805000	6807000	to the real world.
6807000	6809000	The Group model will enable
6809000	6811000	a robot to learn from a handful
6811000	6813000	of human demonstrations
6813000	6815000	so it can help with everyday tasks.
6815000	6817000	And emulate human movement
6817000	6819000	just by observing us.
6819000	6821000	This is made possible
6821000	6823000	with Nvidia's technologies
6823000	6825000	that can understand humans from videos,
6825000	6827000	train models and simulation,
6827000	6829000	and ultimately deploy them
6829000	6831000	directly to physical robots.
6831000	6833000	Connecting Group to a large
6833000	6835000	language model even allows it
6835000	6837000	to generate motions by following
6837000	6839000	natural language instructions.
6839000	6841000	Hi, GR1.
6841000	6843000	Can you give me a high five?
6843000	6845000	You're big. Let's high five.
6847000	6849000	Can you give us some cool moves?
6849000	6851000	Sure. Check this out.
6855000	6857000	All this incredible intelligence is powered
6857000	6859000	by the new Jetson Thor Robotics chips
6859000	6861000	designed for Group,
6861000	6863000	built for the future.
6863000	6865000	With Isaac Lab, Osmo
6865000	6867000	and Group, we're providing the building blocks
6867000	6869000	for the next generation of
6869000	6871000	AI-powered robotics.
6873000	6875000	Music
6877000	6879000	Applause
6887000	6889000	About the same size.
6889000	6891000	Applause
6897000	6899000	The soul of Nvidia.
6899000	6901000	The intersection of computer graphics,
6901000	6903000	physics, artificial intelligence.
6903000	6905000	It all came to bear
6905000	6907000	at this moment.
6907000	6909000	The name of that project,
6909000	6911000	General Robotics 003.
6913000	6915000	I know. Super good.
6917000	6919000	Super good.
6919000	6921000	Well, I think we have
6921000	6923000	some special guests.
6923000	6925000	Do we?
6931000	6933000	Hey, guys.
6937000	6939000	So I understand you guys
6939000	6941000	are powered by Jetson.
6941000	6943000	They're powered by Jetson.
6943000	6945000	Little Jetson
6945000	6947000	robotics computers inside.
6947000	6949000	They learn to walk
6949000	6951000	in Isaac Sim.
6951000	6953000	Ladies and
6953000	6955000	gentlemen,
6955000	6957000	this is orange
6957000	6959000	and this is the famous
6959000	6961000	green. They are the
6961000	6963000	BDX robots
6963000	6965000	of Disney.
6965000	6967000	Amazing
6967000	6969000	Disney research.
6969000	6971000	Applause
6971000	6973000	Come on, you guys. Let's wrap up.
6973000	6975000	Let's go.
6975000	6977000	Five things.
6977000	6979000	Where are you going?
6979000	6981000	I sit right here.
6985000	6987000	Don't be afraid.
6987000	6989000	Come here, green. Hurry up.
6991000	6993000	What are you saying?
6995000	6997000	No, it's not time to eat.
7003000	7005000	I'll give you a snack in a moment.
7005000	7007000	Let me finish up real quick.
7007000	7009000	Come on, green. Hurry up.
7009000	7011000	Stop wasting
7011000	7013000	time.
7013000	7015000	Five things.
7015000	7017000	Five things. First,
7017000	7019000	a new industrial revolution.
7019000	7021000	Every data center should be
7021000	7023000	accelerated. A trillion dollars
7023000	7025000	worth of installed data centers
7025000	7027000	will become modernized over the next
7027000	7029000	several years. Second, because of the computational
7029000	7031000	capability we brought to bear, a new way
7031000	7033000	of doing software has emerged. Generative
7033000	7035000	AI, which is going to create
7035000	7037000	new infrastructure
7037000	7039000	dedicated to doing one thing
7039000	7041000	and one thing only. Not for
7041000	7043000	multi-user data centers, but
7043000	7045000	AI generators. These AI
7045000	7047000	generation will create
7047000	7049000	incredibly valuable software.
7049000	7051000	A new industrial
7051000	7053000	revolution. Second, the computer
7053000	7055000	of this revolution, the computer
7055000	7057000	of this generation, generative
7057000	7059000	AI, trillion parameters,
7059000	7061000	Blackwell.
7061000	7063000	Insane amounts of computers
7063000	7065000	and computing. Third,
7065000	7067000	I'm trying to concentrate.
7069000	7071000	Good job.
7071000	7073000	Third, new
7073000	7075000	computer, new computer
7075000	7077000	creates new types of software. New
7077000	7079000	type of software should be distributed in a new
7079000	7081000	way. So that it can, on the one
7081000	7083000	hand, be an endpoint in the cloud and easy
7083000	7085000	to use, but still allow you
7085000	7087000	to take it with you. Because it is
7087000	7089000	your intelligence. Your intelligence
7089000	7091000	should be packaged up in a way
7091000	7093000	that allows you to take it with you. We call
7093000	7095000	them NIMS. And third, these
7095000	7097000	NIMS are going to help you create
7097000	7099000	a new type of application for the future.
7099000	7101000	Not one that you wrote completely from
7101000	7103000	scratch, but you're going to integrate
7103000	7105000	them like teams.
7105000	7107000	Create these applications. We have
7107000	7109000	a fantastic capability
7109000	7111000	between NIMS, the AI
7111000	7113000	technology, the tools,
7113000	7115000	NIMO, and the infrastructure DGX
7115000	7117000	cloud in our AI
7117000	7119000	foundry to help you create proprietary applications
7119000	7121000	and proprietary chatbots. And then lastly,
7121000	7123000	everything that moves in the future
7123000	7125000	will be robotic. You're not going to be
7125000	7127000	the only one. And these robotic
7127000	7129000	systems, whether they are
